borrower_id,sex,age_at_application,civil_status,educational_attainment,monthly_income,monthly_amortization,nominal_rate,everbad_in_12mo
B1662,Male,32,Married,Undergraduate degree holder,52000,4294.42363188088,0.05,0
B1663,Female,45,Separated,Undergraduate degree holder,45000,4267.71788888845,0.05,1
B1664,Male,28,Married,Undergraduate degree holder,42000,3895.9661469737,0.05,1
B1665,Male,37,Single,Undergraduate degree holder,45000,2932.65021727007,0.05,0
B1666,Male,52,Widowed,Non-HS graduate,47000,3634.59667376186,0.1,1
B1667,Female,40,Single,Undergraduate degree holder,50000,4342.7311311286,0.05,1
B1668,Female,49,Single,Undergraduate degree holder,46000,3583.65727907057,0.1,1
B1669,Female,41,Single,Undergraduate degree holder,55000,4280.31976172856,0.1,0
B1670,Female,43,Married,Undergraduate degree holder,48000,5087.98920433555,0.1,1
B1671,Female,33,Married,HS graduate,49000,4842.26472940843,0.1,1
B1672,Male,40,Single,Undergraduate degree holder,54000,4018.13428356143,0.05,0
B1673,Female,38,Single,Undergraduate degree holder,44000,4494.55560679822,0.1,1
B1674,Female,49,Single,Undergraduate degree holder,43000,3141.28205809005,0.1,0
B1675,Female,49,Single,Undergraduate degree holder,38000,4016.88760450671,0.1,0
B1676,Male,52,Married,Undergraduate degree holder,52000,3735.22566834615,0.05,0
B1677,Female,31,Single,Undergraduate degree holder,44000,4086.25635786696,0.1,1
B1678,Male,39,Single,Undergraduate degree holder,55000,4023.8108269585,0.05,0
B1679,Female,53,Married,Undergraduate degree holder,44000,3824.8027617189,0.05,0
B1680,Male,44,Single,Undergraduate degree holder,49000,2783.15813468309,0.1,0
B1681,Male,34,Single,Undergraduate degree holder,42000,4118.5301522615,0.05,1
B1682,Female,63,Single,HS graduate,44000,3649.90838173417,0.1,0
B1683,Female,48,Married,Undergraduate degree holder,63000,4324.26168041781,0.1,0
B1684,Female,50,Married,Undergraduate degree holder,57000,3842.81666119446,0.1,1
B1685,Male,45,Separated,Undergraduate degree holder,47000,4630.77870679308,0.05,0
B1686,Male,46,Married,Non-HS graduate,48000,5137.10412426424,0.1,1
B1687,Male,47,Single,Some college (Not a degree holder),45000,3484.43344799005,0.1,1
B1688,Male,30,Single,Some college (Not a degree holder),46000,3892.62034861158,0.1,1
B1689,Female,41,Married,Undergraduate degree holder,56000,4212.93851514387,0.05,0
B1690,Male,42,Single,Some college (Not a degree holder),51000,3779.03682295953,0.1,0
B1691,Male,36,Married,Undergraduate degree holder,57000,3507.3755318255,0.05,1
B1692,Female,34,Single,Undergraduate degree holder,49000,4573.80543391698,0.05,0
B1693,Female,41,Single,Undergraduate degree holder,48000,3657.59721016023,0.05,0
B1694,Male,63,Separated,Undergraduate degree holder,49000,3843.22049318917,0.05,0
B1695,Female,43,Divorced,HS graduate,46000,3292.15683046918,0.1,0
B1696,Female,40,Single,Undergraduate degree holder,54000,3570.19073403584,0.05,0
B1697,Female,49,Widowed,Undergraduate degree holder,51000,3902.567809608,0.05,0
B1698,Female,41,Single,Undergraduate degree holder,54000,3152.58218016146,0.05,0
B1699,Male,37,Widowed,Undergraduate degree holder,42000,2976.49571476241,0.05,0
B1700,Female,30,Single,Graduate degree holder,47000,4742.49779483591,0.05,0
B1701,Male,32,Single,Graduate degree holder,53000,4014.88396693228,0.05,0
B1702,Female,49,Single,Undergraduate degree holder,50000,4112.1943462358,0.05,0
B1703,Female,49,Separated,Non-HS graduate,53000,3893.70374665401,0.15,0
B1704,Female,51,Married,Undergraduate degree holder,49000,3951.23633072814,0.05,0
B1705,Female,34,Single,Undergraduate degree holder,46000,3882.40316023815,0.05,0
B1706,Female,45,Married,Undergraduate degree holder,47000,4042.90577235389,0.05,0
B1707,Male,45,Single,Graduate degree holder,52000,3643.51398240374,0.05,0
B1708,Male,37,Single,Undergraduate degree holder,49000,3946.39102515069,0.05,0
B1709,Female,35,Single,Undergraduate degree holder,44000,2966.6090702161,0.05,0
B1710,Female,43,Single,HS graduate,38000,4890.46628250686,0.1,1
B1711,Male,47,Married,Graduate degree holder,56000,4354.15254586109,0.05,0
B1712,Male,30,Widowed,Undergraduate degree holder,47000,4911.89806820361,0.05,0
B1713,Female,43,Married,Non-HS graduate,46000,2838.13403610546,0.15,0
B1714,Male,39,Single,Undergraduate degree holder,48000,3949.06336765692,0.05,0
B1715,Male,49,Single,Undergraduate degree holder,43000,4223.7625363705,0.05,0
B1716,Male,29,Married,Undergraduate degree holder,49000,3850.92651224135,0.1,0
B1717,Female,28,Single,Undergraduate degree holder,42000,3625.12666259844,0.05,0
B1718,Female,50,Separated,Undergraduate degree holder,43000,5835.17503001568,0.05,1
B1719,Male,46,Single,Graduate degree holder,44000,4042.41172006847,0.05,1
B1720,Male,31,Single,Some college (Not a degree holder),47000,4836.60617885592,0.1,1
B1721,Female,43,Single,Undergraduate degree holder,55000,4097.16201505273,0.05,0
B1722,Male,55,Married,HS graduate,52000,3749.94706672107,0.1,0
B1723,Female,46,Married,Undergraduate degree holder,42000,4637.80101596481,0.05,0
B1724,Male,46,Divorced,Undergraduate degree holder,51000,4852.82016833139,0.05,1
B1725,Male,34,Married,HS graduate,48000,3364.04427583189,0.1,0
B1726,Male,34,Single,Undergraduate degree holder,42000,4027.41187571866,0.05,0
B1727,Male,35,Single,Undergraduate degree holder,52000,4785.28020494337,0.1,0
B1728,Male,33,Single,Undergraduate degree holder,54000,4282.52606799677,0.05,0
B1729,Male,32,Married,Undergraduate degree holder,39000,2816.28649272253,0.05,1
B1730,Male,40,Single,Undergraduate degree holder,44000,4701.32526879606,0.05,1
B1731,Female,48,Married,Undergraduate degree holder,43000,4199.95081314153,0.05,0
B1732,Female,36,Married,Undergraduate degree holder,46000,3367.70080589393,0.05,0
B1733,Male,50,Single,Undergraduate degree holder,54000,3610.72281056188,0.1,0
B1734,Male,40,Married,Undergraduate degree holder,48000,4207.02760307719,0.05,1
B1735,Female,43,Single,Undergraduate degree holder,50000,3705.96975067504,0.05,1
B1736,Female,50,Single,Some college (Not a degree holder),51000,3754.18546840926,0.1,0
B1737,Female,36,Married,Undergraduate degree holder,49000,4281.28745489101,0.05,0
B1738,Female,48,Separated,Undergraduate degree holder,49000,4133.12625911316,0.1,0
B1739,Female,43,Single,Undergraduate degree holder,50000,3070.20546442808,0.05,1
B1740,Female,37,Divorced,Undergraduate degree holder,47000,3982.16269960798,0.05,1
B1741,Female,43,Separated,Non-HS graduate,55000,4023.5356157966,0.1,0
B1742,Male,49,Married,Undergraduate degree holder,51000,4501.3991286636,0.05,0
B1743,Male,40,Single,Undergraduate degree holder,56000,3460.01098418078,0.05,0
B1744,Female,39,Separated,Undergraduate degree holder,49000,3851.65926373332,0.05,0
B1745,Male,40,Single,Undergraduate degree holder,51000,4387.28229437127,0.05,0
B1746,Female,42,Single,HS graduate,40000,3833.7153046884,0.1,1
B1747,Male,30,Married,Some college (Not a degree holder),51000,4109.72982621591,0.1,0
B1748,Female,29,Married,Undergraduate degree holder,51000,4246.41964814929,0.05,0
B1749,Male,43,Married,Undergraduate degree holder,46000,4249.01649965895,0.05,0
B1750,Male,36,Single,Undergraduate degree holder,51000,4096.01910755847,0.05,0
B1751,Male,53,Single,HS graduate,59000,3697.25933503238,0.1,0
B1752,Male,54,Single,Undergraduate degree holder,49000,4193.69481862449,0.05,0
B1753,Female,37,Married,Undergraduate degree holder,57000,3299.11387753383,0.1,0
B1754,Female,42,Married,Undergraduate degree holder,45000,3594.92941615465,0.05,0
B1755,Male,48,Single,HS graduate,53000,4269.66845569579,0.1,0
B1756,Female,55,Single,Some college (Not a degree holder),46000,3435.3162131358,0.1,0
B1757,Female,40,Married,Undergraduate degree holder,52000,4934.98017906578,0.05,1
B1758,Female,50,Single,Undergraduate degree holder,48000,4812.90507496999,0.05,0
B1759,Female,45,Single,Non-HS graduate,57000,3277.98778726485,0.15,0
B1760,Male,48,Married,Undergraduate degree holder,44000,4191.36889376616,0.1,1
B1761,Female,45,Married,HS graduate,49000,3328.79450148467,0.1,0
B1762,Male,34,Single,Graduate degree holder,52000,4467.02440823512,0.05,0
B1763,Female,35,Married,HS graduate,52000,3374.42037618944,0.1,1
B1764,Male,45,Single,Undergraduate degree holder,50000,4907.08318673833,0.05,0
B1765,Male,47,Single,Undergraduate degree holder,46000,4785.41077927351,0.1,1
B1766,Male,28,Married,Undergraduate degree holder,50000,3445.68374555482,0.05,0
B1767,Female,41,Single,Undergraduate degree holder,46000,3597.76944184947,0.05,1
B1768,Male,45,Single,Undergraduate degree holder,51000,3941.78065404301,0.05,1
B1769,Male,46,Married,Undergraduate degree holder,49000,4764.10416016256,0.05,0
B1770,Female,45,Single,Undergraduate degree holder,52000,3755.88731429658,0.05,0
B1771,Female,42,Married,Non-HS graduate,49000,2847.3097284999,0.15,0
B1772,Female,51,Married,Non-HS graduate,50000,3602.78043912891,0.15,1
B1773,Female,43,Married,Undergraduate degree holder,57000,4184.50063158609,0.05,0
B1774,Male,34,Single,Some college (Not a degree holder),38000,4996.28886871145,0.1,1
B1775,Male,59,Single,Undergraduate degree holder,54000,4078.7562231635,0.05,1
B1776,Male,53,Single,Some college (Not a degree holder),58000,3447.09207919858,0.1,0
B1777,Female,46,Widowed,Some college (Not a degree holder),41000,4703.18954403961,0.1,0
B1778,Male,30,Single,HS graduate,54000,4089.41520595405,0.1,0
B1779,Male,35,Married,Some college (Not a degree holder),44000,4015.45748673565,0.1,1
B1780,Female,32,Single,Undergraduate degree holder,48000,4319.30214315418,0.05,1
B1781,Male,33,Single,HS graduate,46000,3937.82397349688,0.1,1
B1782,Female,55,Single,Undergraduate degree holder,49000,4863.77813544708,0.05,1
B1783,Female,49,Single,Graduate degree holder,53000,4708.95857247264,0.05,0
B1784,Female,46,Single,Undergraduate degree holder,48000,3422.06845513884,0.05,0
B1785,Male,50,Widowed,Graduate degree holder,52000,3896.56402777443,0.05,0
B1786,Female,42,Married,Undergraduate degree holder,48000,4059.78840592498,0.05,0
B1787,Male,45,Married,Undergraduate degree holder,55000,3810.69164090731,0.05,0
B1788,Male,43,Married,Non-HS graduate,38000,4194.17102570173,0.15,1
B1789,Male,38,Married,Undergraduate degree holder,49000,5007.95475274643,0.05,0
B1790,Male,47,Single,Some college (Not a degree holder),58000,3540.53232327222,0.1,0
B1791,Female,44,Married,Undergraduate degree holder,55000,3927.05803511805,0.05,0
B1792,Female,48,Single,Undergraduate degree holder,54000,4953.52555185934,0.05,1
B1793,Female,55,Married,Undergraduate degree holder,47000,3814.75256760262,0.05,0
B1794,Female,46,Single,Undergraduate degree holder,44000,4300.25351909215,0.1,0
B1795,Female,32,Single,Undergraduate degree holder,45000,4896.71002573175,0.05,1
B1796,Male,44,Separated,Undergraduate degree holder,52000,3874.50517282252,0.1,0
B1797,Female,43,Single,HS graduate,49000,4194.60603324805,0.1,1
B1798,Male,44,Married,Undergraduate degree holder,47000,2473.51951026932,0.05,0
B1799,Male,45,Single,HS graduate,55000,4210.58368007962,0.1,1
B1800,Female,44,Married,HS graduate,56000,4889.03793716426,0.1,0
B1801,Female,33,Separated,Some college (Not a degree holder),45000,3660.29667055513,0.1,0
B1802,Male,35,Separated,Some college (Not a degree holder),51000,4100.89195511411,0.1,0
B1803,Male,40,Single,Non-HS graduate,48000,3997.88338565839,0.15,1
B1804,Male,44,Single,Some college (Not a degree holder),56000,3732.92052270437,0.1,1
B1805,Female,47,Single,Some college (Not a degree holder),41000,3223.59296049332,0.1,0
B1806,Male,56,Single,Undergraduate degree holder,48000,3688.01351054239,0.05,0
B1807,Male,35,Married,HS graduate,43000,3613.60274427247,0.1,0
B1808,Female,47,Single,Undergraduate degree holder,46000,3696.4337539885,0.1,1
B1809,Male,40,Married,Some college (Not a degree holder),46000,4387.44292570991,0.1,1
B1810,Female,48,Single,Undergraduate degree holder,49000,3713.74208448229,0.1,0
B1811,Female,44,Single,Graduate degree holder,51000,4595.25232830029,0.05,0
B1812,Female,42,Married,Undergraduate degree holder,48000,4051.39182305888,0.05,0
B1813,Male,36,Single,Some college (Not a degree holder),46000,4128.92524640746,0.1,0
B1814,Male,51,Married,Graduate degree holder,49000,4532.71997141048,0.05,0
B1815,Female,37,Single,Non-HS graduate,45000,4673.09847368789,0.15,0
B1816,Female,54,Widowed,HS graduate,55000,3892.14485282708,0.1,0
B1817,Female,41,Divorced,Non-HS graduate,44000,3345.85924333781,0.1,1
B1818,Male,42,Single,Undergraduate degree holder,44000,4578.72382213361,0.05,1
B1819,Male,48,Married,Undergraduate degree holder,44000,4347.66670969788,0.05,1
B1820,Female,38,Married,Undergraduate degree holder,52000,3624.18132110312,0.05,0
B1821,Male,25,Single,Graduate degree holder,52000,4102.27477452116,0.05,0
B1822,Female,49,Single,Some college (Not a degree holder),53000,5209.78694138441,0.1,1
B1823,Female,31,Single,Undergraduate degree holder,57000,3909.29031826578,0.1,0
B1824,Male,38,Single,Some college (Not a degree holder),48000,5123.71657996508,0.1,1
B1825,Male,45,Single,Undergraduate degree holder,53000,4130.67947797593,0.05,0
B1826,Female,37,Married,Some college (Not a degree holder),46000,3903.21282090483,0.1,0
B1827,Female,47,Married,HS graduate,54000,4515.68086747802,0.1,1
B1828,Female,34,Married,Undergraduate degree holder,52000,4651.36586919601,0.1,0
B1829,Male,39,Single,HS graduate,45000,4868.8041808771,0.1,1
B1830,Male,42,Widowed,Undergraduate degree holder,49000,4038.15342097122,0.05,0
B1831,Female,43,Married,Undergraduate degree holder,44000,4882.57411964907,0.05,0
B1832,Male,40,Single,Undergraduate degree holder,53000,4309.56335661502,0.1,0
B1833,Male,42,Married,Undergraduate degree holder,53000,3571.94741630863,0.05,0
B1834,Female,26,Married,Undergraduate degree holder,50000,4342.52754324635,0.05,0
B1835,Male,41,Single,HS graduate,57000,3380.60061778084,0.1,0
B1836,Female,47,Separated,Undergraduate degree holder,43000,4694.31829711597,0.1,1
B1837,Female,46,Divorced,Undergraduate degree holder,51000,4294.83518760657,0.1,0
B1838,Male,38,Single,Undergraduate degree holder,50000,1912.72256577546,0.1,0
B1839,Male,32,Single,Undergraduate degree holder,43000,3760.87066232873,0.1,1
B1840,Male,51,Married,Some college (Not a degree holder),53000,3976.32019905072,0.1,1
B1841,Female,40,Single,Undergraduate degree holder,49000,4505.21566645976,0.1,0
B1842,Female,39,Married,Undergraduate degree holder,39000,2658.45294931454,0.05,1
B1843,Male,57,Single,Undergraduate degree holder,58000,4406.23113668089,0.05,0
B1844,Male,44,Married,Undergraduate degree holder,49000,4697.72362326088,0.05,0
B1845,Male,32,Single,Undergraduate degree holder,48000,3592.43638748958,0.05,0
B1846,Female,37,Single,HS graduate,50000,3849.60313281215,0.1,1
B1847,Female,41,Single,HS graduate,49000,4451.34929242863,0.1,1
B1848,Female,45,Single,Undergraduate degree holder,50000,3865.56193517872,0.05,0
B1849,Male,45,Single,Non-HS graduate,38000,3987.92954840923,0.15,1
B1850,Male,47,Single,Undergraduate degree holder,44000,3803.25433133435,0.1,0
B1851,Male,38,Married,Undergraduate degree holder,46000,3966.9816913403,0.05,1
B1852,Male,42,Married,Some college (Not a degree holder),48000,3507.28966943082,0.1,0
B1853,Female,66,Single,Undergraduate degree holder,47000,3732.95900756803,0.05,0
B1854,Male,56,Single,Graduate degree holder,56000,4006.61405881004,0.05,0
B1855,Male,51,Married,Non-HS graduate,47000,3883.40029335202,0.15,0
B1856,Female,40,Single,Undergraduate degree holder,57000,3567.21471217204,0.05,0
B1857,Female,43,Single,Undergraduate degree holder,40000,3560.66920585653,0.05,1
B1858,Male,50,Single,Undergraduate degree holder,41000,3214.66656693242,0.05,0
B1859,Male,32,Single,Undergraduate degree holder,56000,4208.90012809437,0.05,0
B1860,Female,38,Single,Non-HS graduate,41000,4139.89963087211,0.1,1
B1861,Female,41,Widowed,Some college (Not a degree holder),43000,5306.00740802875,0.1,1
B1862,Male,35,Single,Non-HS graduate,36000,4985.26953212937,0.15,1
B1863,Male,38,Single,Undergraduate degree holder,49000,3972.07100397872,0.05,0
B1864,Male,33,Single,Undergraduate degree holder,42000,6083.95657956656,0.05,1
B1865,Male,49,Married,Undergraduate degree holder,41000,4018.11470731007,0.05,1
B1866,Male,48,Married,Undergraduate degree holder,56000,3973.92001661826,0.1,0
B1867,Female,41,Separated,HS graduate,56000,3658.7334617751,0.1,0
B1868,Male,37,Married,Some college (Not a degree holder),38000,4347.17294000294,0.1,1
B1869,Male,35,Single,Graduate degree holder,51000,3802.93946719525,0.05,0
B1870,Female,28,Divorced,Graduate degree holder,56000,4343.45072617982,0.05,0
B1871,Male,36,Married,Undergraduate degree holder,44000,4484.18736191383,0.05,0
B1872,Male,34,Single,Non-HS graduate,49000,4230.41939971576,0.15,1
B1873,Male,38,Single,Undergraduate degree holder,48000,4619.56591259354,0.05,0
B1874,Male,56,Married,Some college (Not a degree holder),44000,3904.4926452467,0.1,1
B1875,Female,29,Single,Undergraduate degree holder,51000,4886.66079388154,0.1,1
B1876,Female,49,Married,Undergraduate degree holder,39000,4650.01364293042,0.05,1
B1877,Female,35,Single,Undergraduate degree holder,42000,3730.54777325408,0.1,0
B1878,Male,39,Separated,Some college (Not a degree holder),50000,3184.25219134821,0.1,1
B1879,Male,34,Single,Undergraduate degree holder,40000,4066.53131354648,0.1,0
